id,course_name,provider,description,course_status,pricing,duration_in_hours,rating,reviews,best_of_all_time,url
100,Tinkerer by Night - Exploring CSS Possibilities Through Experimentation,YouTube,"Explore CSS possibilities through live-coding experiments. Discover elegant, joyful ways to design and code the web, embracing both successes and failures as valuable learning experiences.",On-Demand,Free Video,0.866666667,0,0,0,https://www.classcentral.com/classroom/youtube-tinkerer-by-night-sanne-t-hooft-css-day-2023-251273
101,State of the CSS Community - CSS Day 2023,YouTube,"Explore the current landscape of CSS, its evolving features, and the vibrant community shaping its future in this insightful talk by Una Kravets.",On-Demand,Free Video,1,0,0,0,https://www.classcentral.com/classroom/youtube-state-of-the-css-community-una-kravets-css-day-2023-251275
102,CSS Runtime Performance - Optimizing Style and Layout Calculation,YouTube,"Explore CSS runtime performance optimization techniques, understanding browser optimizations and developer strategies to enhance styling speed and efficiency.",On-Demand,Free Video,0.833333333,0,0,0,https://www.classcentral.com/classroom/youtube-css-runtime-performance-nolan-lawson-performance-now-2022-251284
103,"Keeping CSS Small - Scopes, Containers, and New Technologies",YouTube,"Explore new CSS and DOM technologies for managing complex stylesheets without adopting complex tooling. Learn about scopes, containers, and other features to keep your CSS small and understandable.",On-Demand,Free Video,0.833333333,0,0,0,https://www.classcentral.com/classroom/youtube-keeping-your-css-small-scopes-containers-and-other-new-stuff-tab-atkins-bittner-css-day-2022-251292
104,The Joy of CSS - Live-Coding a CSS Landscape,YouTube,"Explore CSS landscape live-coding with Ben Evans, discovering creative techniques, design insights, and the unexpected joys of drawing with code in this entertaining and informative session.",On-Demand,Free Video,0.766666667,0,0,0,https://www.classcentral.com/classroom/youtube-the-joy-of-css-ben-evans-css-day-2022-251294
105,"CSS Scroll-Snap: Basics, Tricks, and Future Developments",YouTube,"Explore CSS scroll-snap essentials, debugging techniques, and advanced tricks. Learn about related properties and future developments for enhanced web design and user experience.",On-Demand,Free Video,0.833333333,0,0,0,https://www.classcentral.com/classroom/youtube-oh-snap-adam-argyle-css-day-2022-251297
106,The CSS Cascade - A Deep Dive,YouTube,"Explore the intricacies of CSS Cascade, including Origins, Specificity, and Cascade Layers. Gain insights into browser mechanics for determining CSS declaration application.",On-Demand,Free Video,0.783333333,0,0,0,https://www.classcentral.com/classroom/youtube-the-css-cascade-a-deep-dive-bramus-van-damme-css-day-2022-251301
107,3D Transforms in CSS - Creating Complex Shapes and Animations,YouTube,"Explore advanced 3D transforms in CSS, creating complex shapes with shading, animations, and transformations. Learn techniques for building intricate geometric solids and dynamic visual effects.",On-Demand,Free Video,0.85,0,0,0,https://www.classcentral.com/classroom/youtube-ana-tudor-3d-transforms-css-day-2014-251388
108,Flexbox Holy Albatross - Algorithmic Layouts and Design Systems,YouTube,"Explore the Flexbox Holy Albatross technique for algorithmic layouts and its integration into design systems using custom elements, presented by Heydon Pickering at CSS Day 2019.",On-Demand,Free Video,0.733333333,0,0,0,https://www.classcentral.com/classroom/youtube-heydon-pickering-flexbox-holy-albatross-css-day-2019-251399
109,Algorithms in CSS - Declarative Programming in Web Design,YouTube,"Explore CSS as a declarative, domain-specific programming language. Learn to appreciate its unique features and understand why it's crucial to view CSS as a true programming language in web development.",On-Demand,Free Video,0.866666667,0,0,0,https://www.classcentral.com/classroom/youtube-lara-schenck-algorithms-in-css-css-day-2019-251401
110,CSS Line Layout and Vertical Rhythm - Upcoming Features and Improvements,YouTube,"Explore upcoming CSS features for improved line layout, half-leading control, and vertical rhythm maintenance. Learn about advancements in the CSS line box model and their impact on web design.",On-Demand,Free Video,0.65,0,0,0,https://www.classcentral.com/classroom/youtube-elika-j-etemad-fantasai-css-line-layout-and-vertical-rhythm-css-day-2019-251404
111,Refactoring the Way We Talk About CSS,YouTube,"Explores the evolution of CSS and proposes a new approach to teaching and discussing the language, challenging outdated perceptions and emphasizing its modern capabilities and strengths.",On-Demand,Free Video,0.833333333,0,0,0,https://www.classcentral.com/classroom/youtube-rachel-andrew-refactoring-the-way-we-talk-about-css-css-day-2019-251406
112,Understanding Modern CSS Layouts with Firefox DevTools,YouTube,"Explore modern CSS layouts using Firefox DevTools. Learn Flexbox and Grid properties, understand browser interpretation, and master layout techniques for responsive web design.",On-Demand,Free Video,0.533333333,0,0,0,https://www.classcentral.com/classroom/youtube-understanding-modern-css-layouts-with-firefox-devtools-by-hj-chen-mozilla-developer-roadshow-eu-251516
113,Text Experiments with CSS - Creating Print-Like Effects on the Web,YouTube,"Explore innovative CSS techniques to create stunning text effects, combining properties like pseudo-elements, clip-path, and variable fonts for impactful web typography.",On-Demand,Free Video,0.533333333,0,0,0,https://www.classcentral.com/classroom/youtube-view-source-2018-mandy-michael-text-experiments-with-css-251528
114,"FirefoxOS - Developer Environment, Apps, and Marketplace",YouTube,"Explore FirefoxOS development, including the environment setup, app creation, and publishing to the Marketplace. Learn essential skills for building and distributing mobile web applications.",On-Demand,Free Video,0.633333333,0,0,0,https://www.classcentral.com/classroom/youtube-firefoxos-developer-enviroment-apps-marketplace-251611
115,Natural Language Processing - Lecture 5,YouTube,"Explore advanced topics in computer science, focusing on cutting-edge algorithms, data structures, and problem-solving techniques in this comprehensive lecture.",On-Demand,Free Video,2.833333333,0,0,0,https://www.classcentral.com/classroom/youtube-csep-517-lecture-5-253846
116,Natural Language Processing - Lecture 3,YouTube,"Explore advanced topics in natural language processing, focusing on deep learning techniques and their applications in text analysis and generation.",On-Demand,Free Video,2.716666667,0,0,0,https://www.classcentral.com/classroom/youtube-csep-517-lecture-3-253847
117,Machine Learning - Lecture 8,YouTube,"Explore advanced machine learning concepts, focusing on ensemble methods and boosting techniques to enhance model performance and predictive accuracy.",On-Demand,Free Video,2.866666667,0,0,0,https://www.classcentral.com/classroom/youtube-csep-546-lecture-8-253875
118,Machine Learning - Lecture 6,YouTube,"Explore advanced machine learning concepts, focusing on ensemble methods and boosting techniques to enhance model performance and predictive accuracy.",On-Demand,Free Video,2.9,0,0,0,https://www.classcentral.com/classroom/youtube-csep-546-lecture-6-253876
119,Machine Learning - Lecture 4,YouTube,"Machine learning techniques for classification, including decision trees, logistic regression, and support vector machines. Explores model evaluation, feature engineering, and handling imbalanced datasets.",On-Demand,Free Video,2.933333333,0,0,0,https://www.classcentral.com/classroom/youtube-csep-546-lecture-4-253879
120,CSEP 501 - Compilers for Computer Languages - Lecture 10,YouTube,"Explore advanced compiler optimization techniques, focusing on data-flow analysis and its applications in program transformation and code improvement.",On-Demand,Free Video,2.95,0,0,0,https://www.classcentral.com/classroom/youtube-csep-501-lecture-10-253882
121,Intrinsic Patterns as Alternatives to Media and Container Queries,YouTube,"Explore intrinsic CSS patterns as alternatives to media and container queries, offering flexible layouts that adapt to content width using flexbox and grid techniques.",On-Demand,Free Video,0.366666667,0,0,0,https://www.classcentral.com/classroom/youtube-use-this-instead-of-media-queries-or-container-queries-282356
122,Understanding Flexbox and the min-width: 0 Debate,YouTube,"Explores the implications of using min-width: 0 in CSS, discussing Flexbox behavior, potential issues, and when to apply this technique intentionally for better layout control.",On-Demand,Free Video,0.416666667,0,0,0,https://www.classcentral.com/classroom/youtube-why-this-might-not-be-the-best-idea-282522
123,Recreating Cut-Corner Photo Effect with CSS,YouTube,"Learn to recreate a cut-corner photo effect using CSS, exploring techniques like pseudo-elements, clip paths, and fake borders to achieve a unique and visually appealing design.",On-Demand,Free Video,0.366666667,0,0,0,https://www.classcentral.com/classroom/youtube-can-i-recreate-this-cut-corner-photo-effect-with-css-282942
124,ASMR Coding - Build a CSS Landing Page Without Talking,YouTube,Experience the soothing process of building a responsive landing page with HTML and CSS through ASMR coding. Learn Visual Studio Code shortcuts while enjoying the calming sounds of mechanical keyboard typing.,On-Demand,Free Video,1.233333333,0,0,0,https://www.classcentral.com/classroom/youtube-asmr-coding-build-a-css-landing-page-no-talking-284385
125,Front-End Developer Takes on a CSS Battle,YouTube,"Enhance CSS skills through live coding challenges, exploring creative solutions and advanced techniques in a fun, interactive format.",On-Demand,Free Video,0.35,0,0,0,https://www.classcentral.com/classroom/youtube-front-end-dev-takes-on-a-css-battle-284993
126,"The ""Other"" C in CSS - Exploring Cascading Style Sheets",YouTube,"Explore the often-overlooked ""Cascade"" in CSS with Sara Soueidan, delving into its intricacies and impact on web development practices.",On-Demand,Free Video,0.933333333,0,0,0,https://www.classcentral.com/classroom/youtube-the-other-c-in-css-sara-soueidan-css-day-2024-303427
127,Creating a CSS Boilerplate,YouTube,Develop a robust CSS boilerplate to streamline your web development process and enhance consistency across projects. Learn essential techniques for efficient styling.,On-Demand,Free Video,2.066666667,0,0,0,https://www.classcentral.com/classroom/youtube-creating-a-css-boilerplate-336481
128,Python: CSS Introduction,YouTube,"Learn to manipulate web page styles using Python and CSS. Explore techniques for dynamic styling, enhancing user interfaces, and creating visually appealing web applications.",On-Demand,Free Video,1.416666667,0,0,0,https://www.classcentral.com/classroom/youtube-python-css-introduction-304218
